Source Name	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[strain]	Characteristics[sample description]	Characteristics[genotype]	Characteristics[phenotype]	Characteristics[sex]	Characteristics[organism part]	Comment[ENA_ALIAS]	Comment[ENA_SAMPLE]	Protocol REF	Extract Name	Comment[NOMINAL_LENGTH]	Comment[LIBRARY_SELECTION]	Comment[NOMINAL_SDEV]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_LAYOUT]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[ENA_RUN]	Comment[Center]	Comment[FASTQ_URI]	Factor Value[phenotype]	Factor Value[sex]
ERS422515	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ23_2b-sc-1883518	ERS422515	P-MTAB-40614	9739411_ERX536601	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536601	sequencing assay	ERX536601	ERR578425_2	ERR578425	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578425/ERR578425_2.fastq.gz	Cancer	male
ERS422515	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ23_2b-sc-1883518	ERS422515	P-MTAB-40614	9739411_ERX536615	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536615	sequencing assay	ERX536615	ERR578439_1	ERR578439	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578439/ERR578439_1.fastq.gz	Cancer	male
ERS422515	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ23_2b-sc-1883518	ERS422515	P-MTAB-40614	9739411_ERX536615	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536615	sequencing assay	ERX536615	ERR578439_2	ERR578439	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578439/ERR578439_2.fastq.gz	Cancer	male
ERS422516	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ47_4a-sc-1883519	ERS422516	P-MTAB-40614	9739412_ERX536490	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536490	sequencing assay	ERX536490	ERR578314_1	ERR578314	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578314/ERR578314_1.fastq.gz	Cancer	male
ERS422516	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ47_4a-sc-1883519	ERS422516	P-MTAB-40614	9739412_ERX536490	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536490	sequencing assay	ERX536490	ERR578314_2	ERR578314	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578314/ERR578314_2.fastq.gz	Cancer	male
ERS422516	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ47_4a-sc-1883519	ERS422516	P-MTAB-40614	9739412_ERX536574	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536574	sequencing assay	ERX536574	ERR578398_1	ERR578398	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578398/ERR578398_1.fastq.gz	Cancer	male
ERS422516	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ47_4a-sc-1883519	ERS422516	P-MTAB-40614	9739412_ERX536574	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536574	sequencing assay	ERX536574	ERR578398_2	ERR578398	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578398/ERR578398_2.fastq.gz	Cancer	male
ERS422516	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ47_4a-sc-1883519	ERS422516	P-MTAB-40614	9739412_ERX536588	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536588	sequencing assay	ERX536588	ERR578412_1	ERR578412	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578412/ERR578412_1.fastq.gz	Cancer	male
ERS422516	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ47_4a-sc-1883519	ERS422516	P-MTAB-40614	9739412_ERX536588	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536588	sequencing assay	ERX536588	ERR578412_2	ERR578412	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578412/ERR578412_2.fastq.gz	Cancer	male
ERS422516	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ47_4a-sc-1883519	ERS422516	P-MTAB-40614	9739412_ERX536602	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536602	sequencing assay	ERX536602	ERR578426_1	ERR578426	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578426/ERR578426_1.fastq.gz	Cancer	male
ERS422516	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ47_4a-sc-1883519	ERS422516	P-MTAB-40614	9739412_ERX536602	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536602	sequencing assay	ERX536602	ERR578426_2	ERR578426	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578426/ERR578426_2.fastq.gz	Cancer	male
ERS422516	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ47_4a-sc-1883519	ERS422516	P-MTAB-40614	9739412_ERX536616	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536616	sequencing assay	ERX536616	ERR578440_1	ERR578440	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578440/ERR578440_1.fastq.gz	Cancer	male
ERS422516	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ47_4a-sc-1883519	ERS422516	P-MTAB-40614	9739412_ERX536616	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536616	sequencing assay	ERX536616	ERR578440_2	ERR578440	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578440/ERR578440_2.fastq.gz	Cancer	male
ERS422517	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ48_5c-sc-1883520	ERS422517	P-MTAB-40614	9739413_ERX536491	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536491	sequencing assay	ERX536491	ERR578315_1	ERR578315	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578315/ERR578315_1.fastq.gz	Cancer	female
ERS422517	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ48_5c-sc-1883520	ERS422517	P-MTAB-40614	9739413_ERX536491	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536491	sequencing assay	ERX536491	ERR578315_2	ERR578315	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578315/ERR578315_2.fastq.gz	Cancer	female
ERS422517	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ48_5c-sc-1883520	ERS422517	P-MTAB-40614	9739413_ERX536575	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536575	sequencing assay	ERX536575	ERR578399_1	ERR578399	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578399/ERR578399_1.fastq.gz	Cancer	female
ERS422517	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ48_5c-sc-1883520	ERS422517	P-MTAB-40614	9739413_ERX536575	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536575	sequencing assay	ERX536575	ERR578399_2	ERR578399	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578399/ERR578399_2.fastq.gz	Cancer	female
ERS422517	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ48_5c-sc-1883520	ERS422517	P-MTAB-40614	9739413_ERX536589	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536589	sequencing assay	ERX536589	ERR578413_1	ERR578413	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578413/ERR578413_1.fastq.gz	Cancer	female
ERS422517	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ48_5c-sc-1883520	ERS422517	P-MTAB-40614	9739413_ERX536589	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536589	sequencing assay	ERX536589	ERR578413_2	ERR578413	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578413/ERR578413_2.fastq.gz	Cancer	female
ERS422517	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ48_5c-sc-1883520	ERS422517	P-MTAB-40614	9739413_ERX536603	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536603	sequencing assay	ERX536603	ERR578427_1	ERR578427	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578427/ERR578427_1.fastq.gz	Cancer	female
ERS422517	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ48_5c-sc-1883520	ERS422517	P-MTAB-40614	9739413_ERX536603	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536603	sequencing assay	ERX536603	ERR578427_2	ERR578427	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578427/ERR578427_2.fastq.gz	Cancer	female
ERS422517	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ48_5c-sc-1883520	ERS422517	P-MTAB-40614	9739413_ERX536617	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536617	sequencing assay	ERX536617	ERR578441_1	ERR578441	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578441/ERR578441_1.fastq.gz	Cancer	female
ERS422517	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ48_5c-sc-1883520	ERS422517	P-MTAB-40614	9739413_ERX536617	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536617	sequencing assay	ERX536617	ERR578441_2	ERR578441	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578441/ERR578441_2.fastq.gz	Cancer	female
ERS422518	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ49_1a-sc-1883521	ERS422518	P-MTAB-40614	9739414_ERX536492	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536492	sequencing assay	ERX536492	ERR578316_1	ERR578316	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578316/ERR578316_1.fastq.gz	Cancer	male
ERS422518	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ49_1a-sc-1883521	ERS422518	P-MTAB-40614	9739414_ERX536492	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536492	sequencing assay	ERX536492	ERR578316_2	ERR578316	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578316/ERR578316_2.fastq.gz	Cancer	male
ERS422518	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ49_1a-sc-1883521	ERS422518	P-MTAB-40614	9739414_ERX536576	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536576	sequencing assay	ERX536576	ERR578400_1	ERR578400	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578400/ERR578400_1.fastq.gz	Cancer	male
ERS422518	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ49_1a-sc-1883521	ERS422518	P-MTAB-40614	9739414_ERX536576	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536576	sequencing assay	ERX536576	ERR578400_2	ERR578400	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578400/ERR578400_2.fastq.gz	Cancer	male
ERS422518	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ49_1a-sc-1883521	ERS422518	P-MTAB-40614	9739414_ERX536590	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536590	sequencing assay	ERX536590	ERR578414_1	ERR578414	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578414/ERR578414_1.fastq.gz	Cancer	male
ERS422518	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ49_1a-sc-1883521	ERS422518	P-MTAB-40614	9739414_ERX536590	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536590	sequencing assay	ERX536590	ERR578414_2	ERR578414	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578414/ERR578414_2.fastq.gz	Cancer	male
ERS422518	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ49_1a-sc-1883521	ERS422518	P-MTAB-40614	9739414_ERX536604	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536604	sequencing assay	ERX536604	ERR578428_1	ERR578428	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578428/ERR578428_1.fastq.gz	Cancer	male
ERS422518	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ49_1a-sc-1883521	ERS422518	P-MTAB-40614	9739414_ERX536604	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536604	sequencing assay	ERX536604	ERR578428_2	ERR578428	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578428/ERR578428_2.fastq.gz	Cancer	male
ERS422518	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ49_1a-sc-1883521	ERS422518	P-MTAB-40614	9739414_ERX536618	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536618	sequencing assay	ERX536618	ERR578442_1	ERR578442	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578442/ERR578442_1.fastq.gz	Cancer	male
ERS422518	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ49_1a-sc-1883521	ERS422518	P-MTAB-40614	9739414_ERX536618	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536618	sequencing assay	ERX536618	ERR578442_2	ERR578442	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578442/ERR578442_2.fastq.gz	Cancer	male
ERS422519	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ49_5c-sc-1883522	ERS422519	P-MTAB-40614	9739415_ERX536493	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536493	sequencing assay	ERX536493	ERR578317_1	ERR578317	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578317/ERR578317_1.fastq.gz	Cancer	female
